st;course1_3;course1_4;course2_2;statement1;statement2;gender;profile;living
344554;3,11070910986971;3,9;4,88961097272533;3;3;2;1;0
344555;7,06307957834827;3,7;5,89391702775572;4;3;2;2;1
344556;4,996614810272;5,6;3,09375558310966;5;4;2;2;0
344557;4,06019492595056;2,5;1,82460122263275;2;7;2;2;0
344558;3,71861787018625;3;1,17713874062626;2;1;2;2;0
344559;7,0226247311861;6,8;1,71634520864373;7;3;2;1;0
344560;2,52221529689413;4,4;6,82613688366576;4;6;2;2;0
344562;4,32625058658623;4;3,21636706423133;6;1;2;1;0
344563;2,16213760613031;5,7;4,41875721712451;7;3;2;2;0
344564;6,71579659877784;4,9;8,48665163240095;4;6;2;1;1
344565;3,96655463392506;9,4;7,70470424706198;2;5;2;2;1
344566;7,12248547272455;7;4,47478222204222;6;1;2;3;0
344567;3,14997257153992;3,3;4,04191797583511;3;6;2;1;0
344568;3,48532166871825;3,1;9,08309383853784;7;5;2;1;0
344569;5,8389418880533;8,9;5,51724320884712;7;3;2;2;1
344570;7,37735608444314;5,7;3,67034706108829;6;1;2;2;1
344571;5,28770909700844;7,2;5,46778887120482;1;1;2;3;0
344572;5,33123661236288;7;1,59668450692998;5;5;2;1;0
344573;4,71851183731809;1,9;3,51378530144014;6;4;2;1;0
344574;6,97950729067847;4,9;7,87117626097367;5;6;2;3;1
344575;5,45398849927209;4,7;4,13571856039487;2;6;2;2;0
344576;4,87292776697108;6,1;3,93864993890061;7;3;2;3;0
344577;4,32373067365321;1,9;5,22365365114876;2;1;2;2;1
344579;7,30158073793587;9,3;5,34287737107103;6;3;2;2;0
344580;5,63800585406852;4,2;6,45490923495742;6;7;2;1;1
344581;5,90956065139115;3,6;3,28953943490273;6;7;2;1;0
344582;4,30116768730564;6,3;3,97345192118594;5;3;2;2;1
344583;5,02366536497715;4,1;6,34072613815542;7;5;2;2;1
344584;5,58483020524671;7,7;6,40436305495317;67;4;2;2;0
344585;5,0103352927973;2,6;5,38510439217511;7;4;2;2;0
344586;4,4043509646772;4,1;6,44950396374632;7;5;2;2;0
344587;2,484379218893;1;5,02749472900139;5;7;2;1;1
344588;2,78029472162861;2;6,08681425143752;1;5;2;1;0
344589;3,4537523850091;4,5;4,69373944443236;1;2;2;2;0
344590;5,75495129233782;8,3;3,31591822258884;2;5;2;1;0
344591;4,04114958052888;2,7;5,53873110565213;1;3;2;3;0
344592;3,19151202009353;2,6;4,19827659508929;3;2;2;3;0
344593;2,79894503865374;6,7;7,45609900100967;6;7;2;1;0
344594;8,18061680984542;6,6;4,26546824136409;23;5;2;1;0
344595;2,23285682489439;2,7;1,33876518589249;2;7;2;3;1
344596;3,01591972884441;3,5;6,66809636837027;3;7;2;1;1
344597;5,7172603593095;7;5,03645530302713;5;6;2;2;1
344598;9,53401119363323;9,9;2,09589050564663;4;7;2;1;0
344599;4,84525920245548;1,3;6,76602752330503;6;5;2;3;0
344600;6,96662544524615;6,6;2,91887251632463;4;1;2;2;0
344601;6,40214791806893;3,6;5,69411857350895;1;4;2;1;0
344602;5,77259332737016;5,2;5,87871303514928;7;1;2;3;1
344603;3,67549329846824;5,4;6,57201685240387;1;4;2;1;1
344604;4,0925990495971;5,4;4,52370674565659;1;6;2;1;1
344605;4,31945614428723;5,1;8,18954054996791;7;3;2;1;0
344606;5,94977878071594;7,2;2,83817650044887;4;2;2;1;0
344607;4,96582991432094;6,8;5,66779660063796;7;7;2;1;0
344608;7,44289833262222;3,1;4,69046085219517;3;4;2;3;1
344609;4,22526657839095;6,2;5,70782950714619;3;4;2;3;0
344610;5,67768869958189;3,7;6,32198348485973;7;2;2;1;1
344611;6,18561184635689;5,1;2,742603671748;1;2;2;2;0
344612;6,12530570723477;9,8;5,28101422178521;7;2;2;1;0
344613;5,09035149427277;2,5;5,08361423894316;1;2;2;4;1
344614;5,95999694531094;6,4;7,71432392706596;2;4;2;2;1
344615;2,53177377606193;3;5,95301288019629;7;6;2;1;0
344616;6,08558296891699;3,1;7,19270332914813;2;2;2;1;1
344617;3,33631962564293;4,8;6,98594475463446;6;6;2;2;0
344618;3,76298490819585;6,9;4,08447679368606;6;1;2;1;0
344619;2,7917241872571;3,4;5,24693554990447;5;7;2;3;1
344620;3,24418852656214;1;6,00939105008298;6;6;2;1;1
344621;3,53614112530951;3;5,89467510329549;1;2;2;1;0
344622;5,88576260942868;5,5;4,12598561508356;6;7;2;1;0
344623;2,72946008155456;5,3;4,42219639279784;3;7;2;1;1
344624;3,08039759363395;6;2,30146659731434;3;2;2;2;1
344625;7,72563883533711;7,3;5,79680048141631;6;5;2;1;1
344626;7,15984782208908;9,3;4,74798304690098;7;4;2;3;1
344627;3,78183510023722;5,5;4,53291485137684;3;2;2;2;0
344628;5,23865161197712;6,4;7,41920868660213;4;6;2;1;0
344629;3,60271566211813;3,4;6,45576292587827;3;7;2;2;0
344630;5,00387406762419;7,5;9,08623034155211;4;5;2;2;1
344631;2,86739689664446;5,9;4,73386490860566;7;1;2;1;0
344632;5,77423219701563;5,2;3,35854747862749;4;3;2;3;1
344633;3,03093564459382;3,7;5,77852133694671;5;4;2;2;0
344634;6,66763976882467;6,1;7,28172011523098;5;4;2;1;0
344635;3,17234609042842;3,4;3,54266279240436;3;1;2;2;1
344636;2,87849629249755;1,2;7,4519705997214;5;2;2;1;0
344637;3,9359197298749;5,1;5,83504796500879;2;2;2;1;1
344638;4,67263320807732;6,2;4,89774569933536;1;2;2;1;1
344639;8,33486709441456;10;3,33522548988875;5;1;2;1;0
344640;6,00140201009463;8,2;2,27199942982588;5;7;2;2;1
344641;4,57777606763553;7,3;5,9753100346606;3;7;2;3;0
344642;2,59393207734158;3,7;2,47009911765526;7;1;2;2;0
344643;3,22550843597698;3,3;5,50017438495684;4;4;2;1;0
344644;4,93240055281491;6;2,04057970272944;5;4;2;2;0
344645;3,25654767406935;2,7;5,2532408760604;4;1;2;1;1
344646;5,19509972063149;5,8;6,27699745339604;2;4;2;1;0
344647;5,52093676263892;4,1;5,72814373599222;4;6;2;3;1
344648;3,95318826658631;3,9;5,25597920573346;3;2;2;1;0
344649;3,70683035500993;6,1;7,12647857084956;5;7;2;1;1
344650;3,27550416196945;3,6;3,44374665615231;2;2;2;2;1
344651;7,94477699664612;7,2;8,28743365609202;5;5;2;1;1
344652;4,170802518142;1;4,84577410579507;2;7;2;1;0
344653;7,142904828916;5,6;4,40609037142472;5;1;2;2;0
344654;4,07085377619367;6,3;3,29555424712615;1;4;2;1;0
344655;5,40385869889911;5,6;6,25400968575192;3;6;2;2;1
344656;3,78660286681184;6;,207116804393623;5;5;2;1;0
344657;7,38859855341995;3,8;7,47682920714235;4;2;2;1;1
344658;3,89390406399925;3,9;5,60862452103662;5;3;2;2;0
344659;6,24993734886007;6,1;7,51860164290531;1;2;2;1;1
344660;2,16584329354414;4,9;7,37894146892552;1;1;2;2;1
344661;6,94123237414404;5;4,50283651870608;5;2;2;2;0
344662;6,45987798461104;4;6,6330678573471;7;6;2;1;1
344663;5,02713924918459;6,1;4,77925789577193;4;2;2;2;1
344664;6,0316822693794;3,6;7,36795403196437;6;4;2;1;1
344665;6,21517381576624;4,5;6,6936518274456;2;5;2;2;0
344666;5,33158383277284;4,9;4,37296483044704;3;6;2;1;0
344667;8,71720989960061;10;6,38381009454292;1;7;2;2;0
344668;6,28717690921293;7,7;7,11572144455926;2;3;2;1;1
344669;5,4155975832527;6,5;5,65999515856208;5;2;2;1;1
344670;2,81835550193713;4,2;5,90274848238548;6;4;2;1;0
344671;5,56882743458283;7;4,21923103212417;6;5;2;3;1
344672;6,21270969216832;7,1;4,21859468849916;67;4;2;3;1
344673;3,19935722274983;3,8;2,85322532052637;5;5;2;2;1
344674;3,73224311073906;1;6,21850892825422;5;7;2;2;0
344675;4,96654274026774;4,4;3,4119977872026;5;7;2;2;1
344676;6,57955204201977;6,9;4,68893872288932;2;3;2;1;0
344677;5,1808604445922;3,9;3,15983797262404;6;7;2;1;1
344678;1,06979041504372;1,9;4,97436631786798;7;2;2;1;0
344679;2,14368205419744;1,5;4,81428633418957;7;4;2;1;1
344680;4,20940680426742;4,4;4,96073871382104;6;5;2;1;0
344681;3,13824841480238;6,1;5,81132055276698;1;4;2;2;0
344682;4,009564999888;2,9;4,76735748480962;1;7;2;1;1
344683;3,41855761477879;4,3;5,73483815222337;2;3;2;2;1
344684;4,08523042448637;2,3;3,82198318716988;6;6;2;1;0
344685;6,97384698050578;10;6,11787989253035;4;6;2;1;1
344686;3,46532264990166;5;7,78873157405674;1;6;2;1;0
344687;2,18956605134549;1;8,12089201607499;6;6;2;3;0
344688;1,85412592348683;1,1;4,46435630868687;7;6;2;1;1
344689;4,75007898414239;6,1;2,89307348423234;7;2;2;2;0
344690;5,57928211156694;3,7;6,51801484572566;3;3;2;3;0
344691;6,66819080605627;5,9;4,79926356654984;4;4;2;1;0
344692;6,31239473602153;5,2;3,99963085145436;2;7;2;2;0
344693;5,5251847100101;7;4,77537693451848;4;3;2;1;0
344694;7,40768095708142;5,9;3,18589320986112;4;4;2;3;1
344695;4,29142255523319;4,4;6,19854897186836;5;5;2;1;0
344696;6,05477160925954;5,2;,699064530706747;2;2;2;1;1
344697;4,97755237120742;1;4,17386625806739;5;6;2;1;1
344698;2,89638806730875;4;4,82559961596025;5;4;2;1;0
344699;1,64121813100616;2,2;3,96842331055668;6;6;2;1;0
344700;2,8409439268602;6,1;5,04777842407233;1;5;2;3;0
344701;4,1483365149015;9,2;7,32372502984229;2;3;2;2;1
344702;3,22564634492666;1,9;6,72686428851237;1;1;2;1;1
344703;6,36864121922713;7,4;5,82240331807797;5;3;2;1;0
344704;6,16376094856479;3,9;3,40065646562885;1;4;2;3;1
344705;3,44510851034043;1,1;2,87417514314122;7;1;2;2;0
344706;8,10908388233025;8,8;5,69100870396639;1;1;2;1;0
344707;2,79818362607792;3;5,82822293855539;6;4;2;1;0
344708;7,80005195987987;7,7;3,74643522668532;3;1;2;1;1
344709;7,24322664755972;3,7;7,51635987745392;2;2;2;2;1
344710;2,90000141599206;4,5;2,18567025375749;7;4;2;1;1
344711;4,36779254239429;4,4;5,88136162824966;56;5;2;1;0
344712;4,80482652341804;5,3;4,64012841792155;5;1;2;2;0
344713;2,4308429037978;2,2;4,63035495929066;1;5;2;1;0
344714;4,40304282568923;5,2;6,92483983022669;6;5;2;1;1
344715;2,91947829203856;1,8;6,38046486984282;2;5;2;2;0
344716;4,28854298501922;1;5,13123986970341;3;5;2;4;0
344717;4,3344890172391;5,7;8,89682171882865;1;7;2;2;1
344718;,74492663826929;1;2,29144688470606;5;3;2;2;0
344719;8,17844976525723;10;8,97733015425156;7;6;2;1;0
344720;2,7425267194609;3,2;3,10723854404644;2;4;2;2;0
344721;7,47967367841307;8,3;6,87477600590932;2;6;2;2;1
344722;4,62619689268263;7,7;6,79832865047075;7;1;2;3;0
344723;4,14086726234148;6,6;3,17236958667862;6;1;2;4;1
344724;5,41764794747419;8,2;6,60971100716863;7;7;2;1;0
344725;5,62533925924079;7,9;6,92893104791289;6;3;2;1;0
344726;8,25011784404388;8,4;4,15836460323139;7;7;2;1;0
344727;5,31794206839909;4,4;4,3231313287727;6;1;2;2;0
344728;5,68855661520015;5,3;3,9992567476467;6;3;2;2;0
344729;3,67939260764163;5;3,66105449372917;2;7;2;1;1
344730;2,78503636289891;5,6;4,00235922941943;55;7;2;4;0
344731;7,8100007197382;8,9;6,24649445645102;45;2;2;1;1
344732;4,56559165251695;7,9;7,47159196516927;5;1;2;2;1
344733;4,82372823566083;5,8;4,20805440877265;5;1;2;2;1
