"","folder","name","question","Item Type","Section","Type","Program","Language","Level","ID","SectionShort","date"
"6723","Inferential_Statistics/vufgb-slope-004-nl","vufgb-slope-004-nl","
In onderstaande figuur staat het verband tussen Lengte (*y*) en Gewicht (*x*) in een steekproef van volwassen vrouwen.
Bepaal hoe groot de regressiecoëfficiënt ongeveer moet zijn.
![](vufgb-slope-004-nl-figure01.jpg)
  
Answerlist
----------
* 20
* 35
* 3.5
* 0.7
","schoice","Inferential Statistics/Regression/Slope, Inferential Statistics/Regression","Interpreting graph, Calculation",NA,"Dutch","Statistical Literacy","2561f","Inferential Statistics/Slope","2026-01-12"
"6724","Inferential_Statistics/vufgb-slope-005-en","vufgb-slope-005-en","
The figure below shows the point cloud and the best-fit regression line representing the linear relationship between child negative reactivity (*x*) and mother's parenting confidence (*y*). Suppose an additional data point were to be added, with score 5 on *x* and score 110 on *y*.
What would then happen to the regression line?
![](vufgb-slope-005-nl-figure01.jpg)
  
Answerlist
----------
* The regression line would become steeper negative.
* The regression line would become less steep but remain negative.
* The regression line would become positive.
* The regression line would remain unchanged.
","schoice","Inferential Statistics/Regression/Slope, Inferential Statistics/Regression/Equation","Interpreting graph, Conceptual",NA,"English","Statistical Thinking","7b533","Inferential Statistics/Slope","2026-01-12"
"6725","Inferential_Statistics/vufgb-slope-005-nl","vufgb-slope-005-nl","
In onderstaande figuur staan de puntenwolk en de best passende regressielijn die het lineaire verband tussen negatieve reactiviteit van het kind (*x*) en opvoedvertrouwen van de moeder (*y*) weergeeft. Stel dat een extra datapunt zou worden toegevoegd, met score 5 op *x* en score 110 op *y*.
Wat zou er dan gebeuren met de regressielijn?
![](vufgb-slope-005-nl-figure01.jpg)
  
Answerlist
----------
* De regressielijn zou steiler negatief worden. 
* De regressielijn zou minder steil worden, maar wel negatief blijven.
* De regressielijn zou positief worden.
* De regressielijn zou onveranderd blijven.
","schoice","Inferential Statistics/Regression/Slope, Inferential Statistics/Regression/Equation","Interpreting graph, Conceptual",NA,"Dutch","Statistical Thinking","df62c","Inferential Statistics/Slope","2026-01-12"
"6726","Inferential_Statistics/vufgb-standarderroroftheestimate-001-en","vufgb-standarderroroftheestimate-001-en","
What is TRUE regarding the relationship between the standard error of a regression parameter on the one hand and $N$ and $s_{x}$ on the other hand?
The standard error is smallest for
  
Answerlist
----------
* Large $N$ and low $s_{x}$.
* Large $N$ and high $s_{x}$.
* Small $N$ and low $s_{x}$.
* Small $N$ and high $s_{x}$.
","schoice","Inferential Statistics/Regression/Standard error of the estimate","Conceptual",NA,"English","Statistical Literacy","9fcc6","Inferential Statistics/Standard error of the estimate","2026-01-12"
"6727","Inferential_Statistics/vufgb-standarderroroftheestimate-001-nl","vufgb-standarderroroftheestimate-001-nl","
Wat is waar wat betreft de relatie tussen de standaardfout van een regressieparameter enerzijds en $N$ en $s_{x}$ anderzijds?
De standaardfout is het kleinst bij
  
Answerlist
----------
* Grote $N$ en lage $s_{x}$.
* Grote $N$ en hoge $s_{x}$.
* Kleine $N$ en lage $s_{x}$.
* Kleine $N$ en hoge $s_{x}$.
","schoice","Inferential Statistics/Regression/Standard error of the estimate","Conceptual",NA,"Dutch","Statistical Literacy","291ae","Inferential Statistics/Standard error of the estimate","2026-01-12"
"6728","Inferential_Statistics/vufgb-standardizedcoefficient-022-nl","vufgb-standardizedcoefficient-022-nl","  
Bekend is van een onderzoek dat de steekproefgemiddelden van $X$ en $Y$, respectievelijk, 20 en 9.01 zijn, $s_{x} = 2.45$, $s_{y} = 1.00$ en de geschatte regressielijn is $Y’ = 4.61 + 0.22X$.
Hoe groot is de correlatie tussen $X$ en $Y$?
  
Answerlist
----------
* 0.22
* 0.54
* -0.22 
* -0.54
","schoice","Inferential Statistics/Regression/Standardized coefficient","Calculation",NA,"Dutch","Statistical Literacy","31347","Inferential Statistics/Standardized coefficient","2026-01-12"
"6729","Inferential_Statistics/vufgb-standardizedcoefficient-301-en","vufgb-standardizedcoefficient-301-en","  
For a particular research study it is known that the sample means of $X$ and $Y$ are $20$ and $9.01$ respectively, with $s_{x} = 2.45$ and $s_{y} = 1.00$ and the estimated regression equation $Y’ = 4.61+0.22X$. What is the correlation between $X$ and $Y$?
  
Answerlist
----------
* $0.22$
* $0.54$
* $-0.22$
* $-0.54$
","schoice","Inferential Statistics/Regression/Standardized coefficient","Calculation",NA,"English","Statistical Literacy","ef65e","Inferential Statistics/Standardized coefficient","2026-01-12"
"6730","Inferential_Statistics/vufgb-statisticalerrors-001-en","vufgb-statisticalerrors-001-en","In the table below, fill in the appropriate terms for i, ii and iii:
![](vufgb-statisticalerrors-001-en.png)
","schoice","Inferential Statistics/NHST/Statistical errors, Inferential Statistics/NHST/Statistical errors/Type I error, Inferential Statistics/NHST/Statistical errors/Type II error, Inferential Statistics/NHST/Power","Conceptual",NA,"English","Statistical Literacy","adc44","Inferential Statistics/Statistical errors","2026-01-12"
"6731","Inferential_Statistics/vufgb-statisticalerrors-001-nl","vufgb-statisticalerrors-001-nl","Vul in de tabel hieronder de juiste termen in bij i, ii en iii:
![](vufgb-statisticalerrors-001-en.png)
","schoice","Inferential Statistics/NHST/Statistical errors, Inferential Statistics/NHST/Statistical errors/Type I error, Inferential Statistics/NHST/Statistical errors/Type II error, Inferential Statistics/NHST/Power","Conceptual",NA,"Dutch","Statistical Literacy","24125","Inferential Statistics/Statistical errors","2026-01-12"
"6732","Inferential_Statistics/vufgb-sumofsquares-001-en","vufgb-sumofsquares-001-en","  
In the figure below a deviation is indicated with a double-headed arrow. Describe this deviation to yourself in words. To which sum of squares does this deviation belong?
![](vufgb-sumofsquares-001-en-graph-01.png) 
  
Answerlist
----------
* Between-groups sum of squares (SSbetween).
* Within groups sum of squares (SSwithin).
* Residual sum of squares (SSresidual).
* Total sum of squares (SStotal).
","schoice","Inferential Statistics/Regression/Sum of squares","Conceptual, Interpreting graph",NA,"English","Statistical Reasoning","0cb9b","Inferential Statistics/Sum of squares","2026-01-12"
"6733","Inferential_Statistics/vufgb-sumofsquares-001-nl","vufgb-sumofsquares-001-nl","
Welke methode wordt gebruikt als met “OLS” de regressie-coëfficient geschat wordt?
  
Answerlist
----------
* Kleinste Kwadraten-methode.
* Grootste Kwadraten-methode.
* Gemiddelde Kwadraten-methode.
* Positieve Kwadraten-methode.
","schoice","Inferential Statistics/Regression/Sum of squares","Conceptual",NA,"Dutch","Statistical Literacy","dafaf","Inferential Statistics/Sum of squares","2026-01-12"
"6734","Inferential_Statistics/vufgb-sumofsquares-002-en","vufgb-sumofsquares-002-en","  
Below you find an ANOVA table for a 2x2 factorial design. Compute the sum of squares of the interaction between factors A and B ($SS_{AB}$).
![](vufgb-sumofsquares-002-en-graph-01.png) 
  
Answerlist
----------
* 8.
* 4.
* 2.
* 1.
","schoice","Inferential Statistics/Regression/Sum of squares","Calculation",NA,"English","Statistical Thinking","24573","Inferential Statistics/Sum of squares","2026-01-12"
"6735","Inferential_Statistics/vufgb-sumofsquares-002-nl","vufgb-sumofsquares-002-nl","  
In onderstaande figuur staat met een dubbelpuntige pijl een deviatie aangeven. Omschrijf deze deviatie voor jezelf in woorden. Bij welke kwadratensom hoort deze deviatie?
![](vufgb-sumofsquares-002-nl-graph-01.png) 
  
Answerlist
----------
* Tussengroeps kwadratensom (SSbetween).
* Binnengroeps kwadratensom (SSwithin).
* Residuele kwadratensom (SSresidual).
* Totale kwadratensom (SStotal).
","schoice","Inferential Statistics/Regression/Sum of squares","Conceptual, Interpreting graph",NA,"Dutch","Statistical Reasoning","893fb","Inferential Statistics/Sum of squares","2026-01-12"
"6736","Inferential_Statistics/vufgb-sumofsquares-003-en","vufgb-sumofsquares-003-en","
Consider the following SPSS output:
![](vufgb-sumofsquares-003-en-table01.jpg)
What is the size of the Sum of Squares of the association between factors A, B and AxB and Y that is not unique (i.e. that is shared)? 
  
Answerlist
----------
* 20.785 
* 7.273
* 0.115
* 0.103
","schoice","Inferential Statistics/Regression/Sum of squares","Interpreting output","SPSS","English","Statistical Literacy","40236","Inferential Statistics/Sum of squares","2026-01-12"
"6737","Inferential_Statistics/vufgb-sumofsquares-003-nl","vufgb-sumofsquares-003-nl","  
Gegeven is onderstaande ANOVA tabel, horende bij een 2x2 factorieel design. Bereken de kwadratensom van de interactie tussen factoren A en B ($SS_{AB}$).
![](vufgb-sumofsquares-003-nl-graph-01.png) 
  
Answerlist
----------
* 8.
* 4.
* 2.
* 1.
","schoice","Inferential Statistics/Regression/Sum of squares","Calculation",NA,"Dutch","Statistical Thinking","2a8fe","Inferential Statistics/Sum of squares","2026-01-12"
"6738","Inferential_Statistics/vufgb-sumofsquares-004-en","vufgb-sumofsquares-004-en","
Consider the following (incomplete) SPSS output of an orthogonal factorial ANOVA:
![](vufgb-sumofsquares-004-en-table01.jpg)
  
What is the size of the Sum of Squares assigned to the main effect of sunglasses? 
  
Answerlist
----------
* 28.125
* 18.750
* 72.000
* 56.625
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Parametric Techniques/ANOVA","Interpreting output","SPSS","English","Statistical Literacy","aecb9","Inferential Statistics/Sum of squares","2026-01-12"
"6739","Inferential_Statistics/vufgb-sumofsquares-004-nl","vufgb-sumofsquares-004-nl","  
De onderstaande tabel betreft de resultaten van 6
personen die via randomisatie over drie onderzoeksgroepen A, B en C zijn verdeeld. Uit de tabel is af te leiden dat de gemiddelden in de groepen A, B, en C, repectievelijk, 6, 6 en 8 zijn.
![](vufgb-sumofsquares-004-nl-table01.jpg)
  
De kwadratensom (SS) van de residuen valt in het interval: 
  
Answerlist
----------
* [5, 7]
* [7, 9]
* [9, 11]
* [11, 13]
","schoice","Inferential Statistics/Regression/Sum of squares, Descriptive statistics/Data representation/Tables","Calculation, Interpreting output",NA,"Dutch","Statistical Thinking","59c49","Inferential Statistics/Sum of squares","2026-01-12"
"6740","Inferential_Statistics/vufgb-sumofsquares-005-en","vufgb-sumofsquares-005-en","  
The table below covers the results of 6 subjects who were divided into three research groups A, B, and C via randomization. It can be seen from the table that the averages in groups A, B, and C, respectively, are 6, 6, and 8.
![](vufgb-sumofsquares-005-nl-table01.jpg)
The square sum (SS) of the Research Group factor falls in the interval:
Answerlist
----------
* 〈0, 3]
* 〈3, 6]
* 〈6, 9]
* 〈9, 12]
","schoice","Inferential Statistics/Regression/Sum of squares, Descriptive statistics/Data representation/Tables","Calculation, Interpreting output",NA,"English","Statistical Thinking","fdfa6","Inferential Statistics/Sum of squares","2026-01-12"
"6741","Inferential_Statistics/vufgb-sumofsquares-005-nl","vufgb-sumofsquares-005-nl","  
De onderstaande tabel betreft de resultaten van 6
personen die via randomisatie over drie onderzoeksgroepen A, B en C zijn verdeeld. Uit de tabel is af te leiden dat de gemiddelden in de groepen A, B, en C, repectievelijk, 6, 6 en 8 zijn.
![](vufgb-sumofsquares-005-nl-table01.jpg)
De kwadratensom (SS) van de factor ‘Onderzoeksgroep’ valt in het interval:  
Answerlist
----------
* 〈0, 3]
* 〈3, 6]
* 〈6, 9]
* 〈9, 12]
","schoice","Inferential Statistics/Regression/Sum of squares, Descriptive statistics/Data representation/Tables","Calculation, Interpreting output",NA,"Dutch","Statistical Thinking","21c52","Inferential Statistics/Sum of squares","2026-01-12"
"6742","Inferential_Statistics/vufgb-sumofsquares-006-en","vufgb-sumofsquares-006-en","
An experiment tests three new forms of Electroshock Therapy in six patients. The response variable is quality of life after treatment. The table below shows the quality of life scores of the six patients
![](vufgb-sumofsquares-006-nl-table01.jpg)
  
Calculate the Within-groups SS.  
  
Answerlist
----------
* 16
* 24
* 48
* 64
","schoice","Inferential Statistics/Regression/Sum of squares, Descriptive statistics/Data representation/Tables","Calculation",NA,"English","Statistical Thinking","f5e83","Inferential Statistics/Sum of squares","2026-01-12"
"6743","Inferential_Statistics/vufgb-sumofsquares-006-nl","vufgb-sumofsquares-006-nl","
In een experiment worden drie nieuwe vormen van Elektroshock Therapie getest in zes patiënten. De responsvariabele is kwaliteit van leven na de behandeling. In onderstaande tabel staan de scores op kwaliteit van leven van de zes patiënten
![](vufgb-sumofsquares-006-nl-table01.jpg)
  
Bereken de Within-groups SS.  
  
Answerlist
----------
* 16
* 24
* 48
* 64
","schoice","Inferential Statistics/Regression/Sum of squares, Descriptive statistics/Data representation/Tables","Calculation",NA,"Dutch","Statistical Thinking","16027","Inferential Statistics/Sum of squares","2026-01-12"
"6744","Inferential_Statistics/vufgb-sumofsquares-007-en","vufgb-sumofsquares-007-en","  
In simple regression, which quadratic sum forms the basis for calculating the estimated conditional standard deviation s?
  
Answerlist
----------
* Regression SS
* Residual SS
* Total SS
* Between-groups SS
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Regression/Residuals","Conceptual",NA,"English","Statistical Literacy","e0712","Inferential Statistics/Sum of squares","2026-01-12"
"6745","Inferential_Statistics/vufgb-sumofsquares-007-nl","vufgb-sumofsquares-007-nl","  
Welke kwadratensom vormt bij enkelvoudige regressie de basis voor de berekening van de geschatte conditionele standaardafwijking s?
  
Answerlist
----------
* Regression SS
* Residual SS
* Total SS
* Between-groups SS
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Regression/Residuals","Conceptual",NA,"Dutch","Statistical Literacy","30a27","Inferential Statistics/Sum of squares","2026-01-12"
"6746","Inferential_Statistics/vufgb-sumofsquares-008-en","vufgb-sumofsquares-008-en","
In linear regression analyses, parameters are estimated using the *lower squares method*. What is the premise of this metode? 
Answerlist
----------
* Minimize $\sum{(\hat{y}-\overline{y})^{2}}$
* Minimize $\sum{(\hat{y}-\overline{y})}$
* Minimize $\sum{(y-\overline{y})^{2}}$
* Minimize $\sum{(y-\hat{y})^{2}}$
","schoice","Inferential Statistics/Regression/Sum of squares","Conceptual",NA,"English","Statistical Literacy","fd027","Inferential Statistics/Sum of squares","2026-01-12"
"6747","Inferential_Statistics/vufgb-sumofsquares-008-nl","vufgb-sumofsquares-008-nl","
In lineare regressieanalyses worden de parameters geschat op basis van de *kleinste kwadraten-methode*. Wat is het uitgangspunt van deze metode?
  
Answerlist
----------
* Minimaliseer $\sum{(\hat{y}-\overline{y})^{2}}$
* Minimaliseer $\sum{(\hat{y}-\overline{y})}$
* Minimaliseer $\sum{(y-\overline{y})^{2}}$
* Minimaliseer $\sum{(y-\hat{y})^{2}}$
","schoice","Inferential Statistics/Regression/Sum of squares","Conceptual",NA,"Dutch","Statistical Literacy","65dcf","Inferential Statistics/Sum of squares","2026-01-12"
"6748","Inferential_Statistics/vufgb-sumofsquares-009-en","vufgb-sumofsquares-009-en","
Three groups are compared on the mean test score. A total of 57 individuals participate. The table below shows the mean on the test, number of observations and standard deviation for each condition. What is the square sum (SS) of the residuals (error) of the ANOVA model used to test whether the averages in the three conditions differ from each other?

![](vufgb-sumofsquares-009-nl-table01.jpg)
  
Answerlist
----------
* 5187
* 3458
* 64.04
* 42.69
","schoice","Inferential Statistics/Regression/Sum of squares, Descriptive statistics/Data representation/Tables","Interpreting output, Calculation",NA,"English","Statistical Literacy","6b770","Inferential Statistics/Sum of squares","2026-01-12"
"6749","Inferential_Statistics/vufgb-sumofsquares-009-nl","vufgb-sumofsquares-009-nl","
Drie groepen worden vergeleken op de gemiddelde toetsscore. In totaal doen 57 personen mee. In onderstaande tabel staat voor elke conditie het gemiddelde op de test, het aantal observaties en de standaardafwijking vermeld. Hoe groot is de kwadratensom (SS) van de residuen (error) van het ANOVA model dat wordt gebruikt om te toetsen of de gemiddelden in de drie condities van elkaar verschillen?

![](vufgb-sumofsquares-009-nl-table01.jpg)
  
Answerlist
----------
* 5187
* 3458
* 64.04
* 42.69
","schoice","Inferential Statistics/Regression/Sum of squares, Descriptive statistics/Data representation/Tables","Interpreting output, Calculation",NA,"Dutch","Statistical Literacy","81eaa","Inferential Statistics/Sum of squares","2026-01-12"
"6750","Inferential_Statistics/vufgb-sumofsquares-010-en","vufgb-sumofsquares-010-en","
Given are the following scores for an ANOVA with two Factors ('Two-Way ANOVA'). Calculate the sum of squares ('sum of squares') for factor A (SSA).
![](vufgb-sumofsquares-010-nl-table01.jpg)
  
Answerlist
----------
* 18
* 98
* 474
* 800
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA, Descriptive statistics/Data representation/Tables","Calculation, Interpreting output",NA,"English","Statistical Literacy","9ba2b","Inferential Statistics/Sum of squares","2026-01-12"
"6751","Inferential_Statistics/vufgb-sumofsquares-010-nl","vufgb-sumofsquares-010-nl","
Gegeven zijn de volgende scores voor een ANOVA met twee Factoren (‘Two-Way ANOVA’). Bereken de kwadratensom (‘sum of squares’) voor factor A (SSA).
![](vufgb-sumofsquares-010-nl-table01.jpg)
  
Answerlist
----------
* 18
* 98
* 474
* 800
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA, Descriptive statistics/Data representation/Tables","Calculation, Interpreting output",NA,"Dutch","Statistical Literacy","9cba1","Inferential Statistics/Sum of squares","2026-01-12"
"6752","Inferential_Statistics/vufgb-sumofsquares-011-en","vufgb-sumofsquares-011-en","
Three experimental conditions are compared on the mean test score. A total of 45 individuals participate. The table below shows the mean on the test, number of observations and standard deviation for each condition.
![](vufgb-sumofsquares-011-nl-table01.jpg)
  
What is the square sum (SS) of the residuals (error) of the ANOVA model used to test whether the averages in the three conditions differ from each other?  
  
Answerlist
----------
* 1359
* 3236
* 2038
* 2157
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Regression/Residuals, Inferential Statistics/Parametric Techniques/ANOVA","Interpreting output, Calculation",NA,"English","Statistical Thinking","0bcda","Inferential Statistics/Sum of squares","2026-01-12"
"6753","Inferential_Statistics/vufgb-sumofsquares-011-nl","vufgb-sumofsquares-011-nl","
Drie experimentele condities worden vergeleken op de gemiddelde testscore. In totaal doen 45 personen mee. In onderstaande tabel staat voor elke conditie het gemiddelde op de test, het aantal observaties en de standaardafwijking vermeld.
![](vufgb-sumofsquares-011-nl-table01.jpg)
  
Hoe groot is de kwadratensom (SS) van de residuen (error) van het ANOVA model dat wordt gebruikt om te toetsen of de gemiddelden in de drie condities van elkaar verschillen?  
  
Answerlist
----------
* 1359
* 3236
* 2038
* 2157
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Regression/Residuals, Inferential Statistics/Parametric Techniques/ANOVA","Interpreting output, Calculation",NA,"Dutch","Statistical Thinking","7902a","Inferential Statistics/Sum of squares","2026-01-12"
"6754","Inferential_Statistics/vufgb-sumofsquares-012-en","vufgb-sumofsquares-012-en","
In a survey, a questionnaire is administered at different times of the year. Group 1 takes the test in January, Group 2 in May and Group 3 in September. A total of 51 people participate. The table below shows the mean on the test, number of observations and standard deviation for each group.
![](vufgb-sumofsquares-012-nl-table01.jpg)
  
What is the squared sum (SS) of the residuals (error) of the ANOVA model used to test whether the averages of the three months differ from each other?  
  
Answerlist
----------
* 57.21
* 2746
* 4119
* 38.14
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Regression/Residuals, Inferential Statistics/Parametric Techniques/ANOVA","Interpreting output, Calculation",NA,"English","Statistical Thinking","bedd8","Inferential Statistics/Sum of squares","2026-01-12"
"6755","Inferential_Statistics/vufgb-sumofsquares-012-nl","vufgb-sumofsquares-012-nl","
In een onderzoek wordt een vragenlijst op verschillende periodes van het jaar afgenomen. Groep 1 maakt de test in Januari, Groep 2 in Mei en Groep 3 in September. In het totaal doen 51 personen mee. In onderstaande tabel staat voor elke groep het gemiddelde op de test, het aantal observaties en de standaardafwijking vermeld.
![](vufgb-sumofsquares-012-nl-table01.jpg)
  
Hoe groot is de kwadratensom (SS) van de residuen (error) van het ANOVA model dat wordt gebruikt om te toetsen of de gemiddelden van de drie maanden van elkaar verschillen?  
  
Answerlist
----------
* 57.21
* 2746
* 4119
* 38.14
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Regression/Residuals, Inferential Statistics/Parametric Techniques/ANOVA","Interpreting output, Calculation",NA,"Dutch","Statistical Thinking","7f5ab","Inferential Statistics/Sum of squares","2026-01-12"
"6756","Inferential_Statistics/vufgb-sumofsquares-013-en","vufgb-sumofsquares-013-en","
Complete the statements on comparing regression models.
The residual squared sum (SSE) for a reduced model is ... than for a complete model.
The number of degrees of freedom (df) is for a reduced model ... than for a complete model. 
Answerlist
----------
* Smaller, smaller
* Smaller, larger
* Larger, smaller
* Larger, larger
","schoice","Inferential Statistics/Regression/Sum of squares","Conceptual",NA,"English","Statistical Literacy","e1e3d","Inferential Statistics/Sum of squares","2026-01-12"
"6757","Inferential_Statistics/vufgb-sumofsquares-013-nl","vufgb-sumofsquares-013-nl","
Vul de stellingen over het vergelijken van regressiemodellen aan.
De residuele kwadratensom (SSE) is voor een gereduceerd model ... dan voor een compleet model. 
Het aantal vrijheidsgraden (df) is voor een gereduceeerde model ... dan voor een compleet model.
  
Answerlist
----------
* kleiner, kleiner
* kleiner, groter
* groter, kleiner
* groter, groter
","schoice","Inferential Statistics/Regression/Sum of squares","Conceptual",NA,"Dutch","Statistical Literacy","8000d","Inferential Statistics/Sum of squares","2026-01-12"
"6758","Inferential_Statistics/vufgb-sumofsquares-014-en","vufgb-sumofsquares-014-en","
In single regression, when is the conditional distribution equal to the marginal distribution?
Complete: if parameter ... is equal to 0, that is, if the square sum (SS) of the ... is equal to 0. 
Answerlist
----------
* $\alpha$, residues
* $\alpha$, regression
* $\beta$, residues
* $\beta$, regression
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Regression","Conceptual",NA,"English","Statistical Literacy","9edb8","Inferential Statistics/Sum of squares","2026-01-12"
"6759","Inferential_Statistics/vufgb-sumofsquares-014-nl","vufgb-sumofsquares-014-nl","
Wanneer is bij enkelvoudige regressie de ‘conditional distribution’ gelijk aan de ‘marginal distribution’?
Vul aan: als parameter ... gelijk is aan 0, dat wil zeggen, als de kwadratensom
(SS) van de ... gelijk is aan 0.
  
Answerlist
----------
* $\alpha$, residuen
* $\alpha$, regressie
* $\beta$, residuen
* $\beta$, regressie
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Regression","Conceptual",NA,"Dutch","Statistical Literacy","7cb07","Inferential Statistics/Sum of squares","2026-01-12"
"6760","Inferential_Statistics/vufgb-sumofsquares-015-en","vufgb-sumofsquares-015-en","
Three experimental conditions are compared on the mean test score. A total of 48 individuals participate. The table below shows the mean on the test, number of observations and standard deviation for each condition.
![](vufgb-sumofsquares-015-nl-table01.jpg)
  
What is the square sum (SS) of the residuals (error) of the ANOVA model used to test whether the averages in the three conditions differ from each other?  
  
Answerlist
----------
* 48.67
* 2190
* 3285
* 32.45
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Regression/Residuals, Inferential Statistics/Parametric Techniques/ANOVA, Descriptive statistics/Summary Statistics/Measures of Location/Mean","Interpreting output, Calculation",NA,"English","Statistical Thinking","493be","Inferential Statistics/Sum of squares","2026-01-12"
"6761","Inferential_Statistics/vufgb-sumofsquares-015-nl","vufgb-sumofsquares-015-nl","
Drie experimentele condities worden vergeleken op de gemiddelde testscore. In totaal doen 48 personen mee. In onderstaande tabel staat voor elke conditie het gemiddelde op de test, het aantal observaties en de standaardafwijking vermeld.
![](vufgb-sumofsquares-015-nl-table01.jpg)
  
Hoe groot is de kwadratensom (SS) van de residuen (error) van het ANOVA model dat wordt gebruikt om te toetsen of de gemiddelden in de drie condities van elkaar verschillen?  
  
Answerlist
----------
* 48.67
* 2190
* 3285
* 32.45
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Regression/Residuals, Inferential Statistics/Parametric Techniques/ANOVA, Descriptive statistics/Summary Statistics/Measures of Location/Mean","Interpreting output, Calculation",NA,"Dutch","Statistical Thinking","9243a","Inferential Statistics/Sum of squares","2026-01-12"
"6762","Inferential_Statistics/vufgb-sumofsquares-016-en","vufgb-sumofsquares-016-en","
Given are the following scores on a *y* variable for six individuals: 1, 3, 7, 2, 3, 2.
Calculate the square sum $\sum{(y_{i}-\overline{y})^{2}}$. 
Answerlist
----------
* 10
* 16
* 18
* 22
","schoice","Inferential Statistics/Regression/Sum of squares","Calculation",NA,"English","Statistical Literacy","9b94b","Inferential Statistics/Sum of squares","2026-01-12"
"6763","Inferential_Statistics/vufgb-sumofsquares-016-nl","vufgb-sumofsquares-016-nl","
Gegeven zijn de volgende scores op een *y*-variabele voor zes personen:
1, 3, 7, 2, 3, 2. 
Bereken de kwadratensom $\sum{(y_{i}-\overline{y})^{2}}$.
  
Answerlist
----------
* 10
* 16
* 18
* 22
","schoice","Inferential Statistics/Regression/Sum of squares","Calculation",NA,"Dutch","Statistical Literacy","cb956","Inferential Statistics/Sum of squares","2026-01-12"
"6764","Inferential_Statistics/vufgb-sumofsquares-017-en","vufgb-sumofsquares-017-en","
In the figure below, a double-pointed vertical arrow indicates a deviation. Describe this deviation for yourself in words. To which quadrat sum does this deviation belong?
![](vufgb-sumofsquares-017-nl-graph01.jpg)
  
Answerlist
----------
* Intermediate-group quadratic sum ($SS_{within}$)
* Inner group squared sum ( $SS_{between}$)
* Inner group squared sum ($SS_{within}$)
* Intermediate quadratic sum ($SS_{between}$)
","schoice","Inferential Statistics/Regression/Sum of squares","Interpreting graph, Conceptual",NA,"English","Statistical Thinking","78bd5","Inferential Statistics/Sum of squares","2026-01-12"
"6765","Inferential_Statistics/vufgb-sumofsquares-017-nl","vufgb-sumofsquares-017-nl","
In onderstaande figuur staat met een dubbelpuntige verticale pijl een deviatie aangeven. Omschrijf deze deviatie voor jezelf in woorden. Bij welke kwadratensom hoort deze deviatie?
![](vufgb-sumofsquares-017-nl-graph01.jpg)
  
Answerlist
----------
* Tussengroeps kwadratensom ($SS_{within}$)
* Binnengroeps kwadratensom ($SS_{between}$)
* Binnengroeps kwadratensom ($SS_{within}$)
* Tussengroeps kwadratensom ($SS_{between}$)
","schoice","Inferential Statistics/Regression/Sum of squares","Interpreting graph, Conceptual",NA,"Dutch","Statistical Thinking","9b8c0","Inferential Statistics/Sum of squares","2026-01-12"
"6766","Inferential_Statistics/vufgb-sumofsquares-018-en","vufgb-sumofsquares-018-en","
Consider the following output generated with SPSS. 
![](vufgb-sumofsquares-018-nl-table01.jpg)
What is the Sum of Squares of the correlation between factors A, B and AxB with Y that is not unique (i.e. shared)? 
Answerlist
----------
* 20.785
* 7.273
* 0.115
* 0.103
","schoice","Inferential Statistics/Regression/Sum of squares","Interpreting output","SPSS","English","Statistical Literacy","0ab5d","Inferential Statistics/Sum of squares","2026-01-12"
"6767","Inferential_Statistics/vufgb-sumofsquares-018-nl","vufgb-sumofsquares-018-nl","
Beschouw de volgende output die gegenereerd is met SPSS. 
![](vufgb-sumofsquares-018-nl-table01.jpg)
Hoe groot is de Sum of Squares van de samenhang tussen factoren A, B en AxB met Y die niet uniek is (i.e. gedeeld wordt)? 
  
Answerlist
----------
* 20.785 
* 7.273
* 0.115
* 0.103
","schoice","Inferential Statistics/Regression/Sum of squares","Interpreting output","SPSS","Dutch","Statistical Literacy","ecf3b","Inferential Statistics/Sum of squares","2026-01-12"
"6768","Inferential_Statistics/vufgb-sumofsquares-019-en","vufgb-sumofsquares-019-en","
Consider the below (incomplete) SPSS output of an orthogonal factorial ANOVA:
![](vufgb-sumofsquares-019-nl-table01.jpg)
  
What is the square sum (*Sum of Squares*) assigned to the main effect (*main effect*) for *sunglasses*? 
Answerlist
----------
* 28.125
* 18.750
* 72.000
* 56.625
","schoice","Inferential Statistics/Regression/Sum of squares, Inferential Statistics/Parametric Techniques/ANOVA","Interpreting output","SPSS","English","Statistical Literacy","7854c","Inferential Statistics/Sum of squares","2026-01-12"
